@relation 'FEI-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-DE:\\Documents\\Information Technology\\Data Mining\\Face Recognition\\Database\\FEI Face-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {male,female}

@data
30,16,27,10,17,27,14,15,14,21,17,15,13,16,16,17,8,16,15,16,17,28,15,16,17,16,20,35,16,15,13,16,10,male
32,16,27,10,17,27,14,15,14,21,17,15,12,16,16,17,8,15,15,16,17,30,15,16,17,16,19,34,16,15,14,15,11,male
33,21,20,19,15,28,9,15,14,19,18,14,12,15,12,17,14,19,13,15,17,27,15,18,16,15,19,35,16,13,14,16,11,male
32,21,20,17,15,27,10,15,14,19,17,14,13,15,12,17,15,18,13,15,17,27,16,18,17,15,19,35,16,14,14,16,11,male
32,20,20,17,14,27,11,14,15,19,17,15,14,16,11,17,15,18,13,15,17,27,16,17,17,15,19,35,16,14,14,16,11,male
32,19,20,17,15,27,13,14,15,19,17,15,13,16,11,16,15,17,13,15,17,27,16,17,16,15,19,35,16,14,14,16,11,male
32,19,20,17,14,27,13,14,15,19,17,15,14,16,11,16,15,17,13,16,17,27,16,17,16,15,19,34,16,14,14,16,11,male
32,18,21,16,14,27,14,14,16,19,16,16,14,17,11,16,15,15,13,15,17,27,16,17,17,16,19,35,16,14,14,16,10,male
32,16,20,16,15,27,17,14,16,19,17,16,14,17,11,15,15,14,13,16,17,27,15,18,16,16,19,33,16,14,14,15,11,male
31,16,20,16,14,27,18,14,16,19,17,17,14,17,12,15,15,14,13,16,17,27,16,17,16,16,19,34,16,14,14,15,11,male
32,18,20,16,14,27,14,15,16,20,17,16,13,17,11,15,14,14,12,15,17,27,16,18,16,16,19,35,15,14,14,16,11,male
32,16,20,19,15,28,18,16,17,20,17,17,12,17,12,14,13,13,12,16,17,27,16,18,16,16,19,35,15,13,14,15,11,male
31,18,20,17,15,27,14,14,15,19,16,15,14,16,11,16,15,17,13,16,16,27,16,17,16,16,19,34,16,14,14,16,10,male
32,17,20,17,15,27,15,14,15,19,17,15,13,16,11,16,15,16,13,16,17,27,15,17,16,16,19,34,16,14,14,15,11,male
34,20,20,16,14,27,14,16,15,19,17,15,14,15,11,16,14,17,14,16,16,30,15,17,16,16,19,33,16,14,14,16,11,male
15,17,20,16,15,26,15,15,15,19,16,15,13,16,12,15,14,16,14,15,16,33,15,17,16,15,18,31,16,15,15,16,13,male
33,26,24,18,10,28,7,17,14,21,18,15,12,17,17,13,11,20,12,16,18,30,15,13,20,15,18,32,16,17,12,16,12,male
31,25,24,15,11,28,7,17,15,20,18,15,14,16,16,15,12,20,14,15,18,30,15,12,20,16,19,32,16,17,12,16,11,male
31,23,24,15,12,28,9,15,15,20,17,15,13,16,15,17,11,19,14,16,17,30,15,13,20,16,19,32,16,17,12,16,11,male
32,22,24,15,13,28,10,15,15,20,18,15,13,16,15,17,11,18,14,16,17,30,15,12,20,16,19,32,16,17,12,16,11,male
31,23,24,15,13,28,9,15,16,19,17,15,13,15,16,16,11,18,14,15,17,31,15,12,21,16,19,31,16,18,12,15,11,male
32,20,25,16,13,28,14,14,16,19,17,15,13,17,16,15,11,16,14,16,17,31,15,12,21,17,19,31,16,17,12,15,10,male
31,19,24,15,13,28,15,15,17,19,17,15,13,16,16,14,11,15,15,16,18,31,15,11,22,17,19,31,16,18,11,15,11,male
31,19,24,15,14,28,15,15,17,20,17,15,13,15,16,14,11,14,14,16,18,31,15,11,21,17,19,32,16,18,11,15,11,male
31,19,24,15,14,28,16,15,18,20,18,14,13,14,15,14,11,13,13,15,18,31,15,11,21,17,18,31,15,18,11,15,11,male
31,16,24,16,16,29,19,15,18,22,18,15,12,13,15,13,11,12,12,15,19,31,15,11,21,17,18,31,15,18,11,15,12,male
32,19,25,16,13,28,14,14,16,19,17,15,13,17,16,16,11,16,14,16,17,31,15,11,21,16,19,32,16,18,12,15,11,male
32,19,25,16,13,28,14,14,16,19,17,15,13,17,16,16,11,16,14,16,17,31,15,12,21,16,19,31,16,18,12,15,11,male
25,21,24,15,14,27,13,16,15,19,16,16,14,16,17,16,10,17,15,15,18,37,15,12,21,16,20,26,15,17,12,16,10,male
12,17,24,15,15,26,15,16,15,18,16,16,14,16,16,16,12,16,15,15,17,32,15,14,18,15,17,33,16,17,14,16,13,male
34,21,19,18,15,28,11,18,14,22,18,13,13,14,15,15,12,19,11,17,19,26,15,19,16,15,19,36,16,11,17,16,11,male
32,20,19,15,15,28,11,18,15,21,17,13,15,14,13,16,14,18,13,16,19,26,16,18,16,15,20,36,15,12,16,16,11,male
31,19,19,14,15,28,13,17,15,20,16,14,16,14,12,16,14,17,13,16,18,26,16,18,17,15,20,36,16,12,16,16,11,male
31,19,19,14,15,28,13,17,16,21,16,14,16,15,12,16,14,16,13,16,18,26,16,18,17,15,19,36,15,12,16,16,11,male
31,19,19,14,15,28,13,16,16,20,16,14,16,16,12,16,14,16,14,16,18,26,16,17,17,15,20,36,15,12,16,16,11,male
31,18,19,14,14,28,15,16,17,20,15,15,16,17,12,15,14,15,13,16,18,26,16,17,17,15,19,36,15,12,16,16,11,male
30,17,19,14,13,28,17,17,17,21,16,16,16,19,13,15,14,14,13,16,18,27,16,18,17,15,20,36,15,12,16,16,11,male
31,17,19,15,13,28,16,17,18,21,16,16,16,19,14,15,14,13,12,16,18,27,16,18,17,15,20,36,15,12,16,16,11,male
31,18,19,15,13,28,16,18,18,22,17,16,15,19,13,15,13,13,12,16,18,27,16,18,17,15,20,36,15,12,16,16,11,male
30,17,19,17,13,28,17,18,18,22,17,16,13,18,15,14,12,11,11,15,19,26,16,18,16,15,19,36,15,12,16,16,11,male
30,18,20,14,14,27,15,16,16,21,16,15,16,17,12,16,14,15,13,16,18,27,15,17,17,15,19,36,16,12,16,16,11,male
30,19,20,15,14,27,13,16,16,20,15,15,15,16,12,16,14,15,13,16,18,27,16,17,16,15,19,36,15,12,16,16,11,male
33,20,20,14,13,27,13,17,16,21,15,15,16,16,12,16,14,16,13,16,18,29,16,18,16,15,19,35,15,12,16,16,11,male
19,19,20,15,14,27,14,16,16,20,16,15,15,16,13,15,14,16,14,16,17,30,16,17,16,15,18,35,15,13,16,16,12,male
33,20,26,12,12,28,15,16,17,24,15,14,12,15,14,16,12,20,12,17,19,27,15,16,18,15,19,34,16,15,13,16,12,male
31,21,26,11,12,27,14,15,17,24,15,14,13,15,13,16,12,19,13,16,19,27,16,16,18,15,19,34,15,15,14,16,11,male
31,21,26,10,12,27,14,15,17,24,15,14,13,15,13,16,12,19,13,16,19,27,16,16,17,15,19,33,15,15,14,16,11,male
31,20,25,10,12,26,14,15,17,24,15,14,14,15,13,16,12,18,13,16,19,27,16,16,17,15,19,33,15,15,14,16,11,male
32,20,25,10,13,26,14,15,17,24,14,14,14,15,13,16,12,18,13,16,18,27,16,16,17,15,19,33,15,15,14,16,11,male
32,19,25,10,14,26,14,15,16,24,14,15,14,16,14,16,11,16,13,15,19,27,16,16,17,16,19,33,15,15,14,16,11,male
31,18,25,10,15,26,15,15,16,24,15,16,14,16,14,16,11,15,12,15,19,27,16,16,17,16,19,33,16,15,14,16,11,male
31,18,25,10,15,26,15,15,16,24,15,16,14,16,14,16,11,15,12,15,19,27,16,16,17,16,19,33,15,15,14,15,11,male
31,19,25,11,15,27,14,16,16,24,15,16,14,15,14,16,11,15,11,15,19,27,16,16,17,16,19,33,15,15,14,16,11,male
31,17,25,13,16,28,15,16,15,25,15,17,11,17,15,16,11,13,10,14,19,27,16,16,17,16,19,33,15,15,14,15,12,male
31,18,25,10,14,26,15,15,16,23,14,15,15,16,13,16,11,16,13,16,18,27,16,16,17,16,19,33,16,15,14,16,11,male
31,18,25,11,14,26,15,15,16,23,14,15,14,16,13,16,11,16,13,16,18,27,16,16,17,16,19,33,16,15,14,16,11,male
21,20,24,12,13,25,15,16,16,22,14,15,14,16,13,17,12,17,13,16,18,29,15,16,17,16,18,33,16,15,14,16,12,male
5,17,19,15,15,20,15,15,16,18,15,15,14,15,15,15,15,16,15,16,16,40,17,18,16,15,20,27,15,15,16,16,13,male
31,26,29,13,14,28,8,14,11,20,19,15,13,8,19,15,10,24,17,15,16,31,15,15,18,16,17,32,16,16,13,15,13,female
29,24,28,12,14,28,10,14,13,19,19,15,13,10,18,15,9,23,17,16,17,31,16,15,18,16,18,32,16,16,13,15,12,female
28,21,28,12,15,29,12,15,14,19,19,14,13,12,19,16,9,21,17,16,17,31,15,15,18,16,18,32,16,16,13,15,12,female
29,22,28,12,15,28,12,14,14,19,18,14,13,12,19,16,9,20,17,16,17,31,15,15,18,16,18,32,16,16,13,15,12,female
29,19,28,12,15,29,15,14,16,19,18,14,12,12,20,16,9,18,17,16,17,30,15,15,18,16,18,32,16,16,13,15,12,female
29,18,29,13,16,29,16,14,17,19,19,14,12,12,20,16,8,16,16,16,17,30,15,15,18,16,18,32,16,16,13,15,12,female
29,16,29,12,16,29,18,14,18,19,19,14,12,13,20,16,8,14,15,16,17,30,15,15,18,16,18,32,16,16,13,15,12,female
29,15,28,11,15,29,20,16,18,20,19,15,12,15,19,14,8,13,16,16,16,30,15,15,18,16,18,32,16,15,13,14,12,female
29,14,28,11,15,29,20,15,18,20,18,15,12,15,18,14,8,13,16,16,17,30,15,15,18,16,18,32,16,15,13,15,12,female
30,11,29,13,15,29,23,15,20,21,18,15,11,17,17,14,7,11,15,16,16,30,15,16,18,16,17,33,17,15,13,14,12,female
29,18,29,11,15,28,16,15,16,20,18,15,11,13,20,16,10,17,17,15,17,30,15,15,18,16,18,32,16,16,13,15,12,female
29,18,29,11,15,29,16,15,16,20,18,15,11,13,20,16,10,17,17,15,17,30,15,15,18,16,18,32,16,16,13,15,12,female
8,20,25,15,15,25,16,17,14,18,17,16,14,14,17,16,12,16,16,15,16,29,16,15,17,16,17,32,16,16,14,15,14,female
34,19,22,19,13,29,13,16,15,23,17,15,10,17,13,16,13,19,11,18,19,27,15,19,16,15,19,39,15,8,18,17,10,male
33,22,21,18,14,28,10,16,14,23,17,14,13,16,13,16,13,19,11,17,19,27,16,18,16,15,20,39,15,9,18,17,10,male
33,22,21,17,14,28,10,16,15,23,17,14,13,16,14,16,14,18,11,16,19,27,16,18,16,15,20,39,15,9,17,17,10,male
33,22,21,17,14,28,10,17,15,23,16,14,13,16,14,16,14,18,11,16,19,27,16,18,16,15,20,39,15,9,18,17,10,male
33,20,21,17,13,28,12,17,16,23,16,14,13,16,14,16,14,16,11,16,18,27,16,18,16,15,20,39,14,9,17,17,10,male
31,19,21,16,13,28,14,17,17,23,16,14,13,16,14,16,13,15,12,16,18,27,16,18,16,15,20,39,14,9,18,17,10,male
32,18,21,17,13,28,16,17,18,23,16,14,12,17,14,15,13,13,11,16,19,27,16,18,16,15,20,39,14,9,17,17,10,male
31,18,21,17,13,28,17,17,19,23,16,15,12,17,14,14,13,12,11,16,19,27,16,18,16,15,20,39,14,9,18,17,10,male
33,17,21,19,13,28,17,16,19,23,17,14,11,17,14,14,13,11,11,16,19,27,16,18,16,15,20,38,14,9,17,17,10,male
32,16,22,21,14,29,18,16,18,22,17,15,9,16,14,14,12,12,11,15,19,27,16,18,16,15,19,38,15,9,18,16,11,male
33,20,20,18,14,28,12,17,16,23,16,14,13,16,14,16,14,15,11,16,19,27,16,18,16,15,20,38,14,10,17,17,10,male
32,20,20,17,14,28,12,17,16,23,16,14,13,16,14,16,14,15,11,16,19,27,16,18,16,15,20,39,14,9,17,17,10,male
14,21,19,17,13,26,13,17,16,21,15,15,14,16,14,16,14,16,13,16,18,28,16,17,16,15,18,35,15,12,16,16,12,male
30,25,26,17,11,29,6,14,14,19,20,15,11,15,14,16,11,20,13,14,17,27,14,19,15,16,17,33,16,13,16,16,13,female
29,23,25,16,12,28,8,14,15,19,20,15,12,17,15,18,10,19,13,15,17,26,14,19,15,16,18,34,16,13,16,15,12,female
30,22,25,15,12,28,9,14,15,19,19,15,12,17,15,18,10,18,14,16,17,26,14,19,15,16,18,34,16,13,16,15,12,female
30,21,25,15,12,28,11,14,15,19,19,15,12,17,15,17,10,18,14,16,17,26,14,19,15,16,18,34,16,13,15,15,12,female
30,20,25,16,14,28,12,14,16,17,18,14,12,15,17,17,9,16,16,16,18,25,15,19,14,16,19,34,16,13,16,15,11,female
30,18,26,16,14,28,15,13,16,18,18,14,12,17,17,17,8,16,15,17,18,25,15,19,15,16,19,34,16,13,15,15,11,female
30,18,25,16,14,28,15,13,17,18,18,15,12,16,17,16,9,15,15,16,18,25,15,19,15,16,19,34,16,13,15,15,11,female
29,18,25,15,14,28,15,14,17,19,19,15,12,16,17,15,9,15,15,16,18,25,15,19,15,16,19,34,16,13,15,15,11,female
30,18,25,15,14,28,16,14,17,19,19,15,12,16,16,15,9,15,14,16,18,25,15,19,15,16,19,34,16,13,15,15,11,female
30,16,24,16,15,29,19,15,18,19,20,15,12,16,15,13,10,12,14,15,17,25,15,19,15,16,18,34,15,13,16,15,12,female
30,19,25,16,14,28,14,14,16,18,18,15,12,16,17,16,8,16,15,16,18,26,15,18,15,16,19,34,16,13,15,15,11,female
29,19,26,16,14,28,13,14,16,18,18,15,12,16,17,16,8,16,15,16,18,26,14,19,15,17,19,34,16,13,15,15,11,female
31,22,25,16,13,28,11,14,15,18,18,14,12,14,17,15,9,17,15,15,18,28,15,19,15,16,20,35,16,13,15,15,11,female
30,21,25,16,14,28,12,14,16,18,17,14,12,15,17,15,8,17,16,16,18,28,15,18,15,16,19,35,16,13,16,15,11,female
33,15,11,22,14,28,17,21,16,19,21,16,10,17,12,16,15,16,14,17,17,27,15,17,17,15,18,33,16,14,14,16,12,male
32,18,12,20,15,28,13,21,15,18,20,15,11,15,11,16,16,17,14,15,16,27,15,17,17,15,18,32,16,15,14,16,12,male
32,19,12,19,15,28,12,21,15,18,20,16,12,15,10,16,15,16,14,15,16,28,16,17,17,15,18,32,16,15,14,16,12,male
32,20,12,19,15,28,11,21,15,18,19,15,12,15,10,17,15,17,14,15,16,28,16,17,17,15,18,32,15,15,14,16,12,male
32,20,12,18,16,27,10,21,15,17,19,16,13,15,9,17,14,17,15,15,16,28,16,16,17,15,18,32,15,15,14,16,12,male
32,18,14,19,15,27,13,19,15,18,19,16,13,16,9,16,15,16,14,15,16,28,16,16,17,15,18,32,16,15,14,16,12,male
32,19,13,19,14,27,13,20,15,18,19,16,13,17,10,16,14,16,14,15,16,27,16,17,17,16,18,32,15,15,14,16,12,male
32,19,13,19,14,28,13,21,15,18,20,16,12,16,10,16,14,16,14,15,16,27,16,17,17,16,18,32,15,15,14,16,12,male
32,21,12,19,15,28,11,21,15,18,20,16,12,16,11,16,14,16,14,15,16,27,16,17,17,16,18,33,15,15,14,16,12,male
32,18,12,21,14,28,16,21,16,19,20,16,11,16,13,14,15,15,13,15,16,27,16,17,17,16,18,33,15,14,14,15,12,male
32,18,14,19,15,27,14,19,15,18,19,16,13,16,8,16,15,16,14,15,16,27,16,17,17,15,18,32,16,15,14,16,12,male
32,18,14,19,15,28,14,19,16,18,19,16,12,16,8,16,14,16,14,15,16,28,15,16,17,16,18,32,16,15,14,16,12,male
32,19,13,19,15,27,12,20,15,18,19,15,12,15,9,16,14,16,14,15,16,29,16,16,17,16,18,34,15,15,14,16,12,male
31,18,14,19,15,27,13,19,15,18,18,15,12,15,9,16,14,16,14,15,16,31,16,16,17,15,18,33,16,15,14,16,12,male
30,23,24,13,11,28,12,19,16,22,17,15,13,13,13,16,12,20,13,15,18,26,16,19,15,14,19,43,13,6,22,20,11,male
29,24,24,11,11,27,11,18,17,21,16,15,14,13,13,16,13,19,14,14,18,26,17,18,16,14,19,42,12,6,21,20,10,male
31,19,24,11,12,28,15,18,16,22,16,15,13,16,13,16,11,18,14,15,18,26,16,18,15,15,19,42,15,6,21,17,10,male
31,19,24,10,12,27,15,17,16,22,16,15,14,16,13,16,12,18,14,15,18,26,16,18,16,15,19,42,14,6,21,17,10,male
30,19,25,9,12,27,15,18,16,21,15,16,14,16,13,16,11,18,16,15,17,26,16,18,15,15,20,43,14,6,22,17,10,male
31,21,25,10,13,27,13,17,17,22,15,15,14,14,13,16,12,16,15,15,18,26,16,18,15,15,19,42,14,7,21,17,10,male
30,22,25,10,14,27,12,17,16,22,15,15,14,13,14,16,11,16,14,15,18,26,16,18,16,15,19,42,14,6,21,16,10,male
31,21,25,10,14,27,13,17,17,22,15,15,14,14,13,16,11,16,15,15,18,26,16,18,15,15,19,42,14,7,21,17,10,male
31,19,24,11,14,27,15,17,17,22,15,16,14,15,14,15,11,15,14,15,18,25,16,18,16,15,20,42,15,6,21,16,10,male
30,17,25,13,16,28,15,17,15,23,16,16,12,16,14,15,10,13,13,14,19,26,16,19,16,16,19,42,16,6,21,14,10,male
30,19,25,10,14,27,14,17,16,22,15,16,14,15,13,16,11,17,15,15,17,26,16,18,15,15,20,42,15,6,22,16,10,male
31,22,25,10,15,27,11,17,15,21,15,16,14,13,14,17,12,17,15,15,17,26,16,18,15,16,19,43,15,6,22,16,9,male
31,21,24,11,13,27,14,18,16,21,15,15,14,14,14,16,11,18,16,15,17,26,16,18,15,15,20,42,14,7,21,17,10,male
31,20,24,11,13,27,15,17,16,22,15,15,13,15,13,16,11,17,15,15,18,27,16,18,15,15,19,42,14,7,20,17,10,male
31,20,17,22,12,29,12,18,13,19,20,16,11,19,14,15,14,19,11,17,18,23,15,22,14,15,19,35,16,12,15,16,11,male
31,23,16,19,14,29,9,18,12,18,18,15,15,17,14,15,15,19,13,16,17,23,15,21,15,15,20,35,16,13,15,16,10,male
31,24,16,20,14,28,9,18,12,19,18,15,15,17,15,14,15,18,13,16,18,23,16,20,15,15,20,35,15,13,15,16,10,male
31,22,16,20,14,29,11,18,13,19,18,15,14,17,14,15,15,18,13,16,18,23,15,20,15,15,20,35,16,13,15,16,10,male
30,21,15,19,15,28,11,18,14,19,17,15,15,16,14,14,16,17,14,16,17,23,16,20,15,15,20,35,15,13,15,16,10,male
30,21,16,20,15,28,12,17,15,20,17,15,14,16,15,14,16,14,13,15,18,23,16,20,15,15,20,34,15,13,14,16,10,male
31,19,15,19,16,29,14,18,17,19,17,15,14,14,15,15,16,13,14,15,18,23,16,20,15,15,20,35,15,13,14,16,10,male
30,18,15,19,16,29,15,18,18,19,18,14,14,14,14,15,15,12,13,15,18,23,16,20,15,15,20,35,15,13,14,16,10,male
30,16,16,20,17,29,17,18,18,19,19,14,14,13,15,15,14,12,12,14,18,23,16,20,15,16,20,35,15,13,15,15,10,male
30,17,18,22,17,29,17,17,18,19,20,14,10,12,15,15,13,12,11,14,18,23,16,21,14,17,19,35,15,12,15,15,11,male
30,20,15,20,15,29,13,18,15,20,17,15,14,16,14,15,16,15,13,16,18,23,15,20,15,16,19,34,16,13,14,16,10,male
30,20,15,20,15,29,13,18,15,20,17,15,14,16,15,15,16,15,13,16,18,23,15,20,15,16,20,34,16,13,14,16,10,male
32,20,15,21,15,28,13,18,15,20,17,15,14,16,14,15,16,16,13,16,18,25,16,20,15,15,20,36,16,13,14,16,10,male
31,20,16,21,15,28,13,17,15,19,17,15,14,16,15,15,15,15,13,15,18,28,16,19,16,15,20,36,15,13,14,16,10,male
34,18,25,15,15,26,15,11,15,19,17,16,14,15,14,15,14,18,14,16,17,24,16,17,17,16,21,34,16,15,14,15,10,female
33,17,25,14,15,27,16,11,15,18,17,15,14,15,14,15,13,17,14,16,16,24,15,17,17,16,21,34,16,14,14,15,10,female
32,17,25,14,15,26,16,11,15,18,17,15,14,15,14,15,13,17,15,16,16,25,16,17,17,16,20,33,16,14,14,15,10,female
32,19,25,15,14,26,14,11,15,18,17,15,14,14,15,14,12,18,15,16,16,25,16,17,17,16,20,33,16,14,14,16,10,female
32,20,25,15,14,26,13,11,15,17,17,15,13,14,15,14,12,17,15,15,16,25,16,17,17,16,20,33,15,14,14,16,10,female
32,18,25,15,15,26,16,10,16,17,17,15,14,14,15,15,12,16,15,15,16,25,15,17,17,16,20,33,16,14,14,15,10,female
33,16,25,15,15,26,17,11,17,18,17,15,14,15,15,15,12,14,14,15,16,25,15,17,17,16,20,33,16,14,14,16,10,female
32,17,25,15,15,26,16,11,17,18,17,15,14,15,15,15,13,14,14,15,16,25,15,17,17,16,20,33,16,14,14,16,10,female
32,17,25,15,15,26,16,11,17,18,17,15,14,14,15,15,13,14,14,15,16,25,15,17,17,16,20,33,16,14,14,15,10,female
33,16,25,16,16,27,18,11,17,18,17,16,13,15,15,15,13,13,14,15,16,25,15,17,17,16,21,33,16,15,14,15,10,female
33,18,25,15,14,26,15,11,16,17,17,15,14,15,15,15,12,16,15,15,16,25,16,17,17,16,20,33,16,14,14,16,10,female
32,18,25,16,14,26,15,11,16,17,17,15,13,15,15,15,12,16,15,15,16,25,16,17,17,15,20,33,16,14,14,16,10,female
33,19,25,15,14,26,15,11,16,17,17,15,14,14,15,15,12,16,15,15,16,26,15,17,17,16,20,36,16,14,14,16,10,female
33,18,25,15,15,26,15,11,16,17,17,15,13,14,15,15,12,16,15,15,16,28,16,17,17,15,20,36,16,14,14,16,10,female
34,20,22,15,14,27,13,17,16,21,17,15,12,14,12,16,13,18,14,15,18,28,15,15,18,15,20,34,16,16,12,16,10,male
32,19,23,14,13,27,14,17,16,20,17,15,12,15,11,16,13,17,14,15,18,28,15,15,18,15,19,34,16,16,12,16,10,male
32,20,23,14,14,27,13,17,16,20,17,15,12,15,11,16,13,17,15,15,18,28,16,15,18,15,19,33,16,16,12,16,10,male
32,21,23,14,14,27,11,17,16,20,17,15,13,14,11,17,14,18,15,15,17,28,16,15,18,16,19,33,15,16,13,16,10,male
32,21,22,13,13,26,11,17,16,20,16,15,13,15,11,17,13,18,15,15,17,28,16,15,18,16,19,33,15,16,13,16,10,male
31,19,23,13,14,26,14,16,16,20,16,16,13,16,11,16,13,17,15,15,17,28,15,15,18,16,20,33,16,16,13,16,10,male
31,19,23,13,13,26,15,17,16,20,16,16,13,17,11,16,13,16,15,16,17,28,16,15,18,16,20,33,16,17,13,15,10,male
31,19,22,13,13,26,15,17,16,20,16,16,13,17,11,16,13,16,15,16,17,28,16,15,18,16,20,33,16,16,13,15,10,male
31,20,22,13,13,26,13,17,16,20,16,16,13,17,12,16,13,16,15,16,17,28,16,15,18,16,20,33,15,16,13,15,10,male
32,20,22,14,15,27,12,18,15,21,17,17,12,16,13,16,13,16,14,15,18,28,16,15,18,16,20,34,15,16,12,15,10,male
31,20,23,14,13,26,13,16,16,20,16,15,13,16,11,16,13,17,15,16,17,28,15,15,18,16,20,33,16,16,13,15,10,male
31,20,22,14,13,26,13,17,16,20,16,15,13,16,11,16,13,17,15,15,17,28,16,15,18,16,19,33,16,16,13,16,10,male
33,19,23,14,13,26,15,17,16,21,16,15,13,16,11,16,13,17,15,16,17,33,15,15,17,16,20,28,16,16,14,16,10,male
19,16,22,13,14,26,17,16,16,20,15,15,13,16,12,15,13,16,15,16,17,31,15,15,17,16,18,33,16,16,14,15,12,male
33,19,20,16,14,27,14,17,16,21,17,14,13,16,12,16,14,17,12,17,18,26,16,18,16,15,20,35,16,14,14,16,11,male
32,22,20,15,14,27,10,17,16,20,16,14,14,14,12,17,14,17,13,15,18,27,16,17,16,15,20,34,15,15,14,16,11,male
32,23,20,15,15,26,8,16,15,20,16,13,14,14,13,17,14,17,14,15,18,27,17,17,16,15,19,34,15,15,14,16,11,male
32,20,20,15,15,27,11,16,15,20,16,14,14,15,11,17,14,17,13,15,18,27,16,17,16,15,20,34,15,15,14,16,11,male
32,20,20,15,15,26,11,16,16,20,16,15,14,15,12,17,14,17,14,15,18,27,16,17,16,15,20,34,15,15,14,16,11,male
32,20,20,15,14,26,12,16,16,20,16,15,14,16,12,17,14,16,13,15,18,27,16,17,16,15,20,34,15,15,14,16,11,male
32,19,20,15,14,26,13,16,16,20,16,15,14,16,12,16,14,15,13,16,18,27,16,17,16,15,20,34,15,15,14,16,11,male
32,19,20,15,14,26,13,16,16,20,16,15,14,16,12,16,14,15,13,15,18,27,16,17,16,16,20,34,15,15,14,16,11,male
32,20,20,15,14,26,12,16,16,20,16,15,14,16,12,16,13,15,12,15,18,27,16,17,16,16,20,34,15,15,14,16,11,male
31,19,20,17,14,27,13,16,16,21,17,16,12,16,12,15,13,15,12,15,18,27,16,18,16,16,19,35,15,14,14,16,11,male
32,19,20,15,14,26,13,16,16,20,16,15,14,16,11,17,14,16,14,16,18,27,16,17,16,16,20,34,16,15,14,15,11,male
32,19,20,14,14,26,13,16,16,19,15,15,14,16,11,17,14,16,14,16,18,27,16,17,16,15,20,34,16,15,14,16,11,male
31,20,20,16,14,26,13,16,16,20,16,15,14,16,12,17,14,16,13,16,18,38,16,18,16,16,22,25,15,14,14,16,9,male
32,18,20,16,15,26,13,15,16,20,16,15,14,15,12,16,14,16,13,16,18,31,16,17,16,15,19,33,16,15,14,16,11,male
36,17,16,21,13,28,14,17,15,15,19,16,11,19,12,16,14,16,16,15,16,27,15,16,18,15,20,36,16,15,13,16,10,male
34,20,16,19,13,28,10,18,15,16,18,16,13,19,12,17,14,17,15,15,16,29,16,16,17,15,20,33,15,15,14,16,9,male
34,22,17,19,13,27,9,17,15,16,18,16,13,18,13,17,14,17,15,15,16,29,16,16,17,15,20,33,15,15,14,16,9,male
34,21,17,19,13,27,9,17,15,17,18,16,13,18,13,17,14,17,15,15,16,30,16,16,17,15,20,32,15,15,14,16,9,male
33,21,17,19,14,27,10,17,15,16,17,16,13,18,13,17,14,16,15,15,15,29,16,16,17,15,20,33,15,15,14,16,9,male
33,20,19,19,15,27,11,15,16,16,18,15,13,15,13,16,15,14,15,15,15,30,16,16,17,15,21,32,15,15,13,16,9,male
33,18,19,18,16,28,14,15,17,17,18,15,13,14,12,15,15,14,14,15,16,29,16,17,17,16,21,33,15,14,14,16,9,male
33,18,19,18,16,28,15,15,17,17,18,15,13,14,11,15,15,14,14,15,16,28,16,16,17,16,21,34,15,14,14,16,9,male
33,17,19,18,16,28,17,15,16,17,18,15,13,13,12,15,15,14,14,16,16,28,16,16,18,16,21,34,15,14,13,15,9,male
34,18,19,19,16,28,16,15,16,17,18,15,12,13,12,15,15,16,15,16,17,30,16,17,18,16,22,32,15,14,13,16,9,male
